Name,Kind,ErrorLike,TargetDomain,Status,SourceReference
"Query180","SELECT","false","documents-email","needs-port","docs/queries-sql.md:L4754"
"Query181","SELECT","false","master-data","needs-port","docs/queries-sql.md:L4763"
"Query182","SELECT","false","suppliers","needs-port","docs/queries-sql.md:L4773"
"Query183","SELECT","false","ledger","needs-port","docs/queries-sql.md:L4783"
"Query184","SELECT","false","master-data","needs-port","docs/queries-sql.md:L4794"
"Query185","SELECT","false","master-data","needs-port","docs/queries-sql.md:L4801"
"Query186","SELECT","false","billing","needs-port","docs/queries-sql.md:L4809"
"Query187","SELECT","false","billing","needs-port","docs/queries-sql.md:L4818"
"Query188","SELECT","false","billing","needs-port","docs/queries-sql.md:L4826"
"Query189","INSERT","false","suppliers","needs-port","docs/queries-sql.md:L4835"
"Query19","SELECT","false","billing","needs-port","docs/queries-sql.md:L4847"
"Query190","SELECT","false","billing","needs-port","docs/queries-sql.md:L4854"
"Query191","SELECT","false","master-data","needs-port","docs/queries-sql.md:L4863"
"Query192","SELECT","false","master-data","needs-port","docs/queries-sql.md:L4872"
"Query193","SELECT","false","ledger","needs-port","docs/queries-sql.md:L4881"
"Query194","SELECT","false","master-data","needs-port","docs/queries-sql.md:L4891"
"Query195","SELECT","false","master-data","needs-port","docs/queries-sql.md:L4898"
"Query196","SELECT","false","other","needs-port","docs/queries-sql.md:L4906"
"Query197","DELETE","false","master-data","needs-port","docs/queries-sql.md:L4913"
"Query198","SELECT","false","master-data","needs-port","docs/queries-sql.md:L4921"
"Query199","SELECT","false","banking","needs-port","docs/queries-sql.md:L4928"
"Query2","SELECT","false","billing","needs-port","docs/queries-sql.md:L4936"
"Query20","SELECT","false","ledger","needs-port","docs/queries-sql.md:L4944"
"Query200","SELECT","false","billing","needs-port","docs/queries-sql.md:L4951"
"Query201","SELECT","false","benefits-interest","needs-port","docs/queries-sql.md:L4960"
"Query202","SELECT","false","benefits-interest","needs-port","docs/queries-sql.md:L4967"
"Query203","SELECT","false","benefits-interest","needs-port","docs/queries-sql.md:L4975"
"Query204","UPDATE","false","master-data","needs-port","docs/queries-sql.md:L4984"
"Query205","SELECT","false","billing","needs-port","docs/queries-sql.md:L4990"
"Query206","SELECT","false","master-data","needs-port","docs/queries-sql.md:L4998"
"Query207","SELECT","false","billing","needs-port","docs/queries-sql.md:L5006"
"Query208","SELECT","false","billing","needs-port","docs/queries-sql.md:L5014"
"Query209","SELECT","false","benefits-interest","needs-port","docs/queries-sql.md:L5021"
"Query21","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5028"
"Query210","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5037"
"Query211","SELECT","false","billing","needs-port","docs/queries-sql.md:L5044"
"Query212","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5052"
"Query213","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5059"
"Query214","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5067"
"Query215","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5075"
"Query216","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5084"
"Query217","SELECT","false","ledger","needs-port","docs/queries-sql.md:L5091"
"Query218","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5100"
"Query219","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5108"
"Query219-2","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5116"
"Query22","SELECT","false","other","needs-port","docs/queries-sql.md:L5124"
"Query220","SELECT","false","other","needs-port","docs/queries-sql.md:L5131"
"Query221","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5138"
"Query222","UPDATE","false","benefits-interest","needs-port","docs/queries-sql.md:L5145"
"Query223","SELECT","false","billing","needs-port","docs/queries-sql.md:L5152"
"Query224","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5160"
"Query225","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5169"
"Query226","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5177"
"Query227","SELECT","false","benefits-interest","needs-port","docs/queries-sql.md:L5187"
"Query228","INSERT","false","billing","needs-port","docs/queries-sql.md:L5194"
"Query229","DELETE","false","billing","needs-port","docs/queries-sql.md:L5203"
"Query23","INSERT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L5211"
"Query230","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5220"
"Query231","SELECT","false","documents-email","needs-port","docs/queries-sql.md:L5228"
"Query232","SELECT","false","billing","needs-port","docs/queries-sql.md:L5235"
"Query233","SELECT","false","documents-email","needs-port","docs/queries-sql.md:L5243"
"Query234","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5250"
"Query235","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5257"
"Query236","SELECT","false","billing","needs-port","docs/queries-sql.md:L5264"
"Query237","SELECT","false","billing","needs-port","docs/queries-sql.md:L5272"
"Query238","SELECT","false","billing","needs-port","docs/queries-sql.md:L5281"
"Query239","SELECT","false","billing","needs-port","docs/queries-sql.md:L5289"
"Query24","UPDATE","false","billing","blocked-by-missing-source","docs/queries-sql.md:L5297"
"Query240","SELECT","false","notices-payments","needs-port","docs/queries-sql.md:L5303"
"Query241","UPDATE","false","billing","needs-port","docs/queries-sql.md:L5311"
"Query242","SELECT","false","billing","needs-port","docs/queries-sql.md:L5317"
"Query243","SELECT","false","other","needs-port","docs/queries-sql.md:L5325"
"Query244","SELECT","false","benefits-interest","needs-port","docs/queries-sql.md:L5331"
"Query245","SELECT","false","benefits-interest","needs-port","docs/queries-sql.md:L5338"
"Query246","SELECT","false","suppliers","needs-port","docs/queries-sql.md:L5346"
"Query247","DELETE","false","billing","needs-port","docs/queries-sql.md:L5355"
"Query248","SELECT","false","benefits-interest","needs-port","docs/queries-sql.md:L5362"
"Query249","SELECT","false","benefits-interest","needs-port","docs/queries-sql.md:L5370"
"Query25","SELECT","false","billing","needs-port","docs/queries-sql.md:L5379"
"Query250","SELECT","false","documents-email","needs-port","docs/queries-sql.md:L5386"
"Query251","SELECT","false","documents-email","needs-port","docs/queries-sql.md:L5395"
"Query252","SELECT","false","platform-admin","needs-port","docs/queries-sql.md:L5404"
"Query253","SELECT","false","notices-payments","needs-port","docs/queries-sql.md:L5411"
"Query254","SELECT","false","ledger","needs-port","docs/queries-sql.md:L5420"
"Query255","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5430"
"Query256","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5438"
"Query257","SELECT","false","ledger","needs-port","docs/queries-sql.md:L5446"
"Query258","SELECT","false","ledger","needs-port","docs/queries-sql.md:L5456"
"Query259","SELECT","false","ledger","needs-port","docs/queries-sql.md:L5465"
"Query26","UPDATE","false","billing","needs-port","docs/queries-sql.md:L5474"
"Query260","SELECT","false","documents-email","needs-port","docs/queries-sql.md:L5480"
"Query261","SELECT","false","banking","needs-port","docs/queries-sql.md:L5488"
"Query262","SELECT","false","banking","needs-port","docs/queries-sql.md:L5495"
"Query263","SELECT","false","other","needs-port","docs/queries-sql.md:L5505"
"Query264","SELECT","false","billing","needs-port","docs/queries-sql.md:L5512"
"Query265","SELECT","false","billing","needs-port","docs/queries-sql.md:L5520"
"Query266","SELECT","false","ledger","needs-port","docs/queries-sql.md:L5529"
"Query267","SELECT","false","billing","needs-port","docs/queries-sql.md:L5537"
"Query268","SELECT","false","ledger","needs-port","docs/queries-sql.md:L5544"
"Query269","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5551"
"Query27","UPDATE","false","billing","needs-port","docs/queries-sql.md:L5559"
"Query270","SELECT","false","ledger","needs-port","docs/queries-sql.md:L5565"
"Query271","SELECT","false","reports-analysis","needs-port","docs/queries-sql.md:L5573"
"Query272","SELECT","false","ledger","needs-port","docs/queries-sql.md:L5582"
"Query273","SELECT","false","ledger","needs-port","docs/queries-sql.md:L5591"
"Query274","SELECT","false","ledger","needs-port","docs/queries-sql.md:L5600"
"Query275","SELECT","false","ledger","needs-port","docs/queries-sql.md:L5608"
"Query276","SELECT","false","ledger","needs-port","docs/queries-sql.md:L5616"
"Query277","SELECT","false","ledger","needs-port","docs/queries-sql.md:L5623"
"Query278","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5631"
"Query279","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5638"
"Query28","DELETE","false","other","needs-port","docs/queries-sql.md:L5646"
"Query280","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5653"
"Query281","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5660"
"Query282","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5667"
"Query283","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5674"
"Query284","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5683"
"Query285","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5690"
"Query286","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5697"
"Query287","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5704"
"Query288","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5711"
"Query289","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5720"
"Query29","SELECT","false","billing","needs-port","docs/queries-sql.md:L5729"
"Query290","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5737"
"Query291","SELECT","false","billing","needs-port","docs/queries-sql.md:L5746"
"Query292","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5754"
"Query293","SELECT","false","billing","needs-port","docs/queries-sql.md:L5762"
"Query294","SELECT","false","ledger","needs-port","docs/queries-sql.md:L5770"
"Query295","SELECT","false","ledger","needs-port","docs/queries-sql.md:L5778"
"Query296","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5785"
"Query297","SELECT","false","documents-email","needs-port","docs/queries-sql.md:L5793"
"Query298","SELECT","false","ledger","needs-port","docs/queries-sql.md:L5802"
"Query299","SELECT","false","master-data","needs-port","docs/queries-sql.md:L5812"
"Query3","SELECT","false","other","needs-port","docs/queries-sql.md:L5821"
"Query30","INSERT","false","billing","needs-port","docs/queries-sql.md:L5830"
"Query300","SELECT","false","ledger","needs-port","docs/queries-sql.md:L5840"
"Query301","SELECT","false","reports-analysis","needs-port","docs/queries-sql.md:L5849"
"Query302","SELECT","false","ledger","needs-port","docs/queries-sql.md:L5860"
"Query303","SELECT","false","ledger","needs-port","docs/queries-sql.md:L5869"
"Query304","SELECT","false","ledger","needs-port","docs/queries-sql.md:L5878"
"Query305","SELECT","false","ledger","needs-port","docs/queries-sql.md:L5887"
"Query306","SELECT","false","ledger","needs-port","docs/queries-sql.md:L5896"
"Query307","SELECT","false","ledger","needs-port","docs/queries-sql.md:L5905"
"Query308","SELECT","false","billing","needs-port","docs/queries-sql.md:L5915"
"Query308-2","SELECT","false","billing","needs-port","docs/queries-sql.md:L5923"
"Query309","UPDATE","false","benefits-interest","needs-port","docs/queries-sql.md:L5931"
"Query31","SELECT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L5937"
"Query310","SELECT","false","billing","needs-port","docs/queries-sql.md:L5944"
"Query311","UPDATE","false","benefits-interest","needs-port","docs/queries-sql.md:L5953"
"Query312","UPDATE","false","benefits-interest","needs-port","docs/queries-sql.md:L5963"
"Query313","UPDATE","false","benefits-interest","needs-port","docs/queries-sql.md:L5970"
"Query314","INSERT","false","benefits-interest","needs-port","docs/queries-sql.md:L5983"
"Query315","INSERT","false","ledger","blocked-by-missing-source","docs/queries-sql.md:L5993"
"Query316","UPDATE","false","benefits-interest","needs-port","docs/queries-sql.md:L6002"
"Query317","INSERT","false","ledger","blocked-by-missing-source","docs/queries-sql.md:L6009"
"Query318","SELECT","false","ledger","needs-port","docs/queries-sql.md:L6019"
"Query319","SELECT","false","ledger","needs-port","docs/queries-sql.md:L6028"
"Query32","SELECT","false","billing","needs-port","docs/queries-sql.md:L6037"
"Query320","SELECT","false","ledger","needs-port","docs/queries-sql.md:L6045"
"Query321","SELECT","false","ledger","needs-port","docs/queries-sql.md:L6054"
"Query322","INSERT","false","suppliers","needs-port","docs/queries-sql.md:L6064"
"Query324","SELECT","false","billing","needs-port","docs/queries-sql.md:L6073"
"Query33","INSERT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L6081"
"Query34","SELECT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L6091"
"Query35","SELECT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L6100"
"Query36","SELECT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L6109"
"Query37","INSERT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L6118"
"Query38","SELECT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L6128"
"Query39","INSERT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L6136"
"Query4","DELETE","false","other","needs-port","docs/queries-sql.md:L6146"
"Query40","DELETE","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L6154"
"Query41","SELECT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L6162"
"Query42","INSERT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L6170"
"Query43","INSERT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L6180"
"Query44","INSERT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L6190"
"Query45","INSERT","false","ledger","blocked-by-missing-source","docs/queries-sql.md:L6200"
"Query46","INSERT","false","ledger","blocked-by-missing-source","docs/queries-sql.md:L6211"
"Query47","SELECT","false","ledger","needs-port","docs/queries-sql.md:L6222"
"Query48","INSERT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L6231"
"Query49","SELECT","false","billing","needs-port","docs/queries-sql.md:L6241"
"Query5","SELECT","false","other","needs-port","docs/queries-sql.md:L6249"
"Query50","SELECT","false","master-data","needs-port","docs/queries-sql.md:L6257"
"Query51","UPDATE","false","billing","needs-port","docs/queries-sql.md:L6264"
"Query52","SELECT","false","billing","needs-port","docs/queries-sql.md:L6271"
"Query53","INSERT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L6280"
"Query54","SELECT","false","suppliers","needs-port","docs/queries-sql.md:L6290"
"Query55","INSERT","false","documents-email","needs-port","docs/queries-sql.md:L6298"
"Query56","SELECT","false","suppliers","needs-port","docs/queries-sql.md:L6307"
"Query57","SELECT","false","suppliers","needs-port","docs/queries-sql.md:L6315"
"Query58","SELECT","false","suppliers","needs-port","docs/queries-sql.md:L6325"
"Query59","SELECT","false","billing","needs-port","docs/queries-sql.md:L6332"
"Query6","INSERT","false","billing","needs-port","docs/queries-sql.md:L6339"
"Query60","INSERT","false","billing","needs-port","docs/queries-sql.md:L6348"
"Query61","UPDATE","false","billing","needs-port","docs/queries-sql.md:L6358"
"Query62","UPDATE","false","billing","needs-port","docs/queries-sql.md:L6365"
"Query63","UPDATE","false","billing","needs-port","docs/queries-sql.md:L6371"
"Query64","INSERT","false","ledger","needs-port","docs/queries-sql.md:L6378"
"Query65","INSERT","false","ledger","needs-port","docs/queries-sql.md:L6387"
"Query66","SELECT","false","ledger","needs-port","docs/queries-sql.md:L6397"
"Query67","SELECT","false","ledger","needs-port","docs/queries-sql.md:L6407"
"Query68","INSERT","false","suppliers","needs-port","docs/queries-sql.md:L6417"
"Query69","INSERT","false","suppliers","needs-port","docs/queries-sql.md:L6426"
"Query7","SELECT","false","master-data","needs-port","docs/queries-sql.md:L6435"
"Query70","SELECT","false","platform-admin","needs-port","docs/queries-sql.md:L6443"
"Query71","SELECT","false","ledger","needs-port","docs/queries-sql.md:L6451"
"Query72","SELECT","false","banking","needs-port","docs/queries-sql.md:L6461"
"Query73","SELECT","false","reports-analysis","needs-port","docs/queries-sql.md:L6470"
"Query74","UPDATE","false","ledger","needs-port","docs/queries-sql.md:L6478"
"Query75","INSERT","false","billing","needs-port","docs/queries-sql.md:L6485"
"Query76","SELECT","false","suppliers","needs-port","docs/queries-sql.md:L6495"
"Query77","INSERT","false","suppliers","needs-port","docs/queries-sql.md:L6502"
"Query78","INSERT","false","suppliers","needs-port","docs/queries-sql.md:L6513"
"Query79","UPDATE","false","billing","needs-port","docs/queries-sql.md:L6524"
"Query8","INSERT","false","billing","blocked-by-missing-source","docs/queries-sql.md:L6531"
"Query80","INSERT","false","suppliers","needs-port","docs/queries-sql.md:L6541"
"Query81","SELECT","false","ledger","needs-port","docs/queries-sql.md:L6553"
"Query82","SELECT","false","master-data","needs-port","docs/queries-sql.md:L6561"
"Query83","SELECT","false","suppliers","needs-port","docs/queries-sql.md:L6569"
"Query84","SELECT","false","ledger","needs-port","docs/queries-sql.md:L6576"
"Query85","SELECT","false","ledger","needs-port","docs/queries-sql.md:L6586"
"Query86","SELECT","false","ledger","needs-port","docs/queries-sql.md:L6596"
"Query87","INSERT","false","ledger","needs-port","docs/queries-sql.md:L6606"
"Query88","UPDATE","false","ledger","needs-port","docs/queries-sql.md:L6616"
"Query89","SELECT","false","ledger","needs-port","docs/queries-sql.md:L6622"
"Query9","INSERT","false","billing","needs-port","docs/queries-sql.md:L6632"
"Query90","SELECT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L6642"
"Query91","SELECT","false","suppliers","needs-port","docs/queries-sql.md:L6651"
"Query92","SELECT","false","ledger","needs-port","docs/queries-sql.md:L6659"
"Query93","SELECT","false","ledger","needs-port","docs/queries-sql.md:L6667"
"Query94","SELECT","false","ledger","needs-port","docs/queries-sql.md:L6675"
"Query95","SELECT","false","ledger","needs-port","docs/queries-sql.md:L6684"
"Query96","SELECT","false","ledger","needs-port","docs/queries-sql.md:L6694"
"Query97","SELECT","false","master-data","needs-port","docs/queries-sql.md:L6704"
"Query98","UPDATE","false","ledger","needs-port","docs/queries-sql.md:L6712"
"Query99","SELECT","false","other","needs-port","docs/queries-sql.md:L6719"
"R-201211","SELECT","false","ledger","needs-port","docs/queries-sql.md:L6728"
"R-201211-P","SELECT","false","ledger","needs-port","docs/queries-sql.md:L6736"
"RACUN_2304","SELECT","false","billing","needs-port","docs/queries-sql.md:L6744"
"RACUN_2305","SELECT","false","billing","needs-port","docs/queries-sql.md:L6752"
"RACUN_2306","SELECT","false","billing","needs-port","docs/queries-sql.md:L6760"
"RACUNI_PRINTLISTA","SELECT","false","billing","needs-port","docs/queries-sql.md:L6768"
"RACUNI_PRINTLISTA_Ex","SELECT","false","billing","needs-port","docs/queries-sql.md:L6776"
"RacunPAR","SELECT","false","billing","needs-port","docs/queries-sql.md:L6784"
"RacunRacunStavke","SELECT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L6791"
"RacunRacunStavke_Crosstab","TRANSFORM","false","billing","needs-port","docs/queries-sql.md:L6800"
"RacunRacunStavke_Crosstab-2","TRANSFORM","false","billing","needs-port","docs/queries-sql.md:L6811"
"RacunSaGrupomRacuna","SELECT","false","billing","needs-port","docs/queries-sql.md:L6822"
"RacunStavke_Crosstab","TRANSFORM","false","billing","needs-port","docs/queries-sql.md:L6829"
"RacunStavke_Suma","SELECT","false","billing","needs-port","docs/queries-sql.md:L6840"
"RacunStavkeSuma","SELECT","false","billing","needs-port","docs/queries-sql.md:L6848"
"REPORT_KV_PROSEK","SELECT","false","reports-analysis","needs-port","docs/queries-sql.md:L6856"
"REVIEW-IZVOD-ISPLATE","SELECT","false","banking","needs-port","docs/queries-sql.md:L6865"
"REVIEW-PROMENE","SELECT","false","master-data","needs-port","docs/queries-sql.md:L6874"
"REVIEW-RACUNA","SELECT","false","billing","needs-port","docs/queries-sql.md:L6881"
"REVIEW-RACUNA-NEFAKTURISESE","SELECT","false","billing","needs-port","docs/queries-sql.md:L6890"
"RunMeKillMe","INSERT","false","ledger","needs-port","docs/queries-sql.md:L6898"
"Setting_FilterUser_Update","UPDATE","false","platform-admin","needs-port","docs/queries-sql.md:L6908"
"SettingMail_FixVal","SELECT","false","documents-email","needs-port","docs/queries-sql.md:L6915"
"SHEET1_FIX","SELECT","false","benefits-interest","needs-port","docs/queries-sql.md:L6922"
"sk_pr","SELECT","false","master-data","needs-port","docs/queries-sql.md:L6930"
"SK-IZVOD","SELECT","false","banking","needs-port","docs/queries-sql.md:L6938"
"SortiranjeRacuna","SELECT","false","master-data","needs-port","docs/queries-sql.md:L6945"
"SortiranjeRacunaRacun","SELECT","false","billing","needs-port","docs/queries-sql.md:L6953"
"Spajanje_Tip98_PDPB_Kupac","SELECT","false","ledger","needs-port","docs/queries-sql.md:L6962"
"SPISAK-PD-KORISNIK-TIP","SELECT","false","master-data","needs-port","docs/queries-sql.md:L6969"
"SPISAK-PD-KORISNIK-TIP-SUM","SELECT","false","other","needs-port","docs/queries-sql.md:L6977"
"SPISAK-PD-KORISNIK-TIP-SUM2","SELECT","false","other","needs-port","docs/queries-sql.md:L6986"
"SPISAK-PD-KORISNIK-TIP-SUM3","SELECT","false","other","needs-port","docs/queries-sql.md:L6995"
"SPISAK-STANARA-EXPORT","SELECT","false","master-data","needs-port","docs/queries-sql.md:L7004"
"StanjePP","SELECT","false","ledger","needs-port","docs/queries-sql.md:L7011"
"StanjeSveBezPP","SELECT","false","ledger","needs-port","docs/queries-sql.md:L7020"
"STAT_DOBAVLJACI_RACUN","SELECT","false","suppliers","needs-port","docs/queries-sql.md:L7029"
"STAT_STANJE","SELECT","false","ledger","needs-port","docs/queries-sql.md:L7037"
"STAT0003-KONTROLOA-OBJ-KUP","SELECT","false","master-data","needs-port","docs/queries-sql.md:L7046"
"StornoFaktura2040","SELECT","false","ledger","needs-port","docs/queries-sql.md:L7054"
"STT001-UPLATE-ZA-BLOK","SELECT","false","banking","needs-port","docs/queries-sql.md:L7064"
"STT001-UPLATE-ZA-BLOK-STANJE","SELECT","false","banking","needs-port","docs/queries-sql.md:L7073"
"STT001-UPLATE-ZA-BLOK-SVE","SELECT","false","banking","needs-port","docs/queries-sql.md:L7081"
"STT001-UPLATE-ZA-BLOK-SVE-BEZ0","SELECT","false","banking","needs-port","docs/queries-sql.md:L7090"
"SubKonto_3","SELECT","false","ledger","needs-port","docs/queries-sql.md:L7099"
"suma racuna","SELECT","false","billing","needs-port","docs/queries-sql.md:L7107"
"SumaPoTabeliRashoda","SELECT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L7116"
"SUMA-RACUNA","SELECT","false","billing","needs-port","docs/queries-sql.md:L7123"
"SumaRacunaPoTipu1","SELECT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L7131"
"SumaRacunaPoTipu3","SELECT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L7140"
"SumaRacunaPoTipu4","SELECT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L7149"
"SUME RACUNA","SELECT","false","billing","needs-port","docs/queries-sql.md:L7158"
"SUME RACUNISTAVKE","SELECT","false","billing","needs-port","docs/queries-sql.md:L7166"
"SZ_IzdavalacRacuna","SELECT","false","master-data","needs-port","docs/queries-sql.md:L7174"
"tblShortList_IzvestajGrupaDugovanja","SELECT","false","reports-analysis","needs-port","docs/queries-sql.md:L7181"
"tblShortList_KnjiiznaDokumenta","SELECT","false","platform-admin","needs-port","docs/queries-sql.md:L7189"
"tblShortList_MailSufixPrintOnly","SELECT","false","documents-email","needs-port","docs/queries-sql.md:L7197"
"tblShortList_OpomeneVrsta","SELECT","false","notices-payments","needs-port","docs/queries-sql.md:L7205"
"tblShortList_RacunListaPrintOption","SELECT","false","billing","needs-port","docs/queries-sql.md:L7213"
"tblShortList_StatusObjekta","SELECT","false","platform-admin","needs-port","docs/queries-sql.md:L7222"
"tblShortList_TipVirmana","SELECT","false","platform-admin","needs-port","docs/queries-sql.md:L7230"
"TEMP_FIX_MAXI_UPDATE_NALOG_IZVODA","UPDATE","false","banking","needs-port","docs/queries-sql.md:L7238"
"TEMP_GK_KNJIZENJE_ZA_DOB_PO_DANIMA","SELECT","false","ledger","needs-port","docs/queries-sql.md:L7244"
"TEMP_GK_KNJIZENJE_ZA_DOB_PO_DANIMA_Crosstab","TRANSFORM","false","other","needs-port","docs/queries-sql.md:L7253"
"TEMP_PROMENA_KONTA_SVE","UPDATE","false","ledger","needs-port","docs/queries-sql.md:L7263"
"TEMP_PROMENA_KONTA_SVE_A","UPDATE","false","ledger","needs-port","docs/queries-sql.md:L7269"
"TEMP_PROMENA_KONTA1001","UPDATE","false","ledger","needs-port","docs/queries-sql.md:L7275"
"TEMP_PROMENA_KONTA1001A","UPDATE","false","suppliers","needs-port","docs/queries-sql.md:L7282"
"TEMP_PROMENA_KONTA1002","UPDATE","false","ledger","needs-port","docs/queries-sql.md:L7289"
"TEMP_PROMENA_KONTA1002A","UPDATE","false","suppliers","needs-port","docs/queries-sql.md:L7296"
"TEMP_X_NALOG_PROMENA DATUMA","SELECT","false","ledger","needs-port","docs/queries-sql.md:L7303"
"temp-filter-kupac-objekat-garaze","SELECT","false","master-data","needs-port","docs/queries-sql.md:L7311"
"TEMP-OPOMENA-KB","SELECT","false","notices-payments","blocked-by-missing-source","docs/queries-sql.md:L7318"
"TEMP-R1-BRISI","INSERT","false","suppliers","needs-port","docs/queries-sql.md:L7325"
"TEMP-R2-BRISI","INSERT","false","billing","needs-port","docs/queries-sql.md:L7336"
"TEMP-R3-BRISI","SELECT","false","suppliers","needs-port","docs/queries-sql.md:L7346"
"TEMP-R4-BRISI","UPDATE","false","billing","needs-port","docs/queries-sql.md:L7354"
"TipDokumenta","SELECT","false","master-data","needs-port","docs/queries-sql.md:L7360"
"TipRacunaDobavljac","SELECT","false","suppliers","needs-port","docs/queries-sql.md:L7369"
"TK_SPISAK_KONTA","SELECT","false","ledger","needs-port","docs/queries-sql.md:L7378"
"TK1","SELECT","false","ledger","needs-port","docs/queries-sql.md:L7386"
"TK2","SELECT","false","ledger","needs-port","docs/queries-sql.md:L7394"
"TK3","SELECT","false","ledger","needs-port","docs/queries-sql.md:L7402"
"TK4","SELECT","false","ledger","needs-port","docs/queries-sql.md:L7410"
"TKONTO","SELECT","false","ledger","needs-port","docs/queries-sql.md:L7418"
"tmpQuery","SELECT","false","master-data","needs-port","docs/queries-sql.md:L7426"
"Troskovi_Qry","SELECT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L7434"
"Troskovi_Qry_Crosstab","TRANSFORM","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L7441"
"Troskovi_Qry_Crosstab_Suma","TRANSFORM","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L7451"
"Troskovi_Ugovor_FLT","SELECT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L7461"
"Troskovi_Ugovor_FRMTROSKOVIVP","SELECT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L7469"
"Troskovi_VP_SORTIRANO","SELECT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L7477"
"TV_MIX","SELECT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L7486"
"UPDATE_ADRESA","SELECT","false","billing","needs-port","docs/queries-sql.md:L7493"
"UPDATE_FIX_SIFRAPD","SELECT","false","master-data","needs-port","docs/queries-sql.md:L7501"
"Update_GK_Datum_DatumPrometa","UPDATE","false","ledger","needs-port","docs/queries-sql.md:L7509"
"UPDATE_KNDOKID","UPDATE","false","ledger","needs-port","docs/queries-sql.md:L7516"
"UPDATE-PDV-20","UPDATE","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L7523"
"xTmp_1_dell","INSERT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L7529"
"xxx_dell_povecanjepdva","UPDATE","false","ledger","needs-port","docs/queries-sql.md:L7538"
"ZBIRNIRACUN-KREIRAJ","INSERT","false","billing","needs-port","docs/queries-sql.md:L7545"
"ZBIRNIRACUN-KREIRAJ2","INSERT","false","billing","needs-port","docs/queries-sql.md:L7556"
"ZbirRacuna","SELECT","false","billing","needs-port","docs/queries-sql.md:L7567"
